번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
749,비산1동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 비산로 12,경기도 안양시 동안구 비산1동 475-1,경기도 안양시,031-8045-4560,37.3998522,126.9334293,2020-08-11
750,비산2동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 경수대로868번길 39,경기도 안양시 동안구 비산2동 418-13,경기도 안양시,031-8045-4560,37.3970525,126.9413959,2020-08-11
751,비산3동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 매곡로 1,경기도 안양시 동안구 비산3동 318-79,경기도 안양시,031-8045-4560,37.4044245,126.9449095,2020-08-11
752,부흥동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 달안로 28,경기도 안양시 동안구 부흥동 1103-1,경기도 안양시,031-8045-4560,37.3937106,126.9471127,2020-08-11
753,달안동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 달안로 65,경기도 안양시 동안구 달안동 1101-5,경기도 안양시,031-8045-4560,37.3960762,126.9501738,2020-08-11
754,관양1동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 관악대로 375,경기도 안양시 동안구 관양1동 1432-15,경기도 안양시,031-8045-4560,37.4047996,126.9645122,2020-08-11
755,관양2동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2014-12,경기도 안양시 동안구 관양로 215,경기도 안양시 동안구 관양2동 1482-3,경기도 안양시,031-8045-4560,37.4022641,126.9709602,2020-08-11
756,부림동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2013-07,경기도 안양시 동안구 달안로 154,경기도 안양시 동안구 부림동 1588-1,경기도 안양시,031-8045-4560,37.3987684,126.959451,2020-08-11
757,중앙공원,중앙공원 내,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평안동 895,경기도 안양시,031-8045-2320,37.390557,126.959694,2020-08-11
758,학운공원,학운공원 전시실,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2011-07,경기도 안양시 동안구 경수대로868번길 16,경기도 안양시 동안구 비산동 1100,경기도 안양시,031-8045-2320,37.399023,126.949068,2020-08-11
759,학운공원,학운공원 운동장,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로868번길 16,경기도 안양시 동안구 비산동 1100,경기도 안양시,031-8045-2320,37.399023,126.949068,2020-08-11
760,학원공원 산책로,학운공원 산책로,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로868번길 16,경기도 안양시 동안구 비산동 1100,경기도 안양시,031-8045-2320,37.399023,126.949068,2020-08-11
761,이채쇼핑몰,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 503-1,경기도 파주시,031-940-4301,37.71499589,126.6882069,2020-12-17
762,이채쇼핑몰,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 502-1,경기도 파주시,031-940-4301,37.71516836,126.687512,2020-12-17
763,이석사거리,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 515-2,경기도 파주시,031-940-4301,37.71157621,126.6861463,2020-12-17
764,은석교사거리,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 541-12,경기도 파주시,031-940-4301,37.70213221,126.6860067,2020-12-17
765,심학교,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 541-2,경기도 파주시,031-940-4301,37.71386406,126.6877051,2020-12-17
766,심학교,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 499-2,경기도 파주시,031-940-4301,37.71688408,126.689478,2020-12-17
767,문발동.아랫말,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 문발동 372-1,경기도 파주시,031-940-4301,37.72279248,126.7015111,2020-12-17
768,파주시립중앙도서관금촌분관,도서관,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 금촌동 780-1,경기도 파주시,031-940-4301,37.75850819,126.7800438,2020-12-17
769,금촌로타리,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 금촌동 946-19,경기도 파주시,031-940-4301,37.75856407,126.7732677,2020-12-17
770,금촌로타리,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 금촌동 945-6,경기도 파주시,031-940-4301,37.75838996,126.7729869,2020-12-17
771,금촌중고등학교,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 금능동 448,경기도 파주시,031-940-4301,37.75128625,126.7778246,2020-12-17
772,금촌3동주민자치센터,주민자치센터,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,경기도 파주시 시청로 194,,경기도 파주시,031-940-4301,37.77144717,126.7783672,2020-12-17
773,금촌동문아파트,버스정류장,경기도,파주시,교통시설,경기도 파주시,Paju_Free-WiFi,2020-04,,경기도 파주시 금촌동 11-41,경기도 파주시,031-940-4301,37.77134268,126.7743735,2020-12-17
774,하천(쌍개울천),쌍개울 매점,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로883번길 13,경기도 안양시 동안구 비산동 593,경기도 안양시,031-8045-2320,37.395022,126.938087,2020-08-11
775,하천(비산대교),비산대교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 경수대로883번길 13,경기도 안양시 동안구 비산동 593,경기도 안양시,031-8045-2320,37.395022,126.938087,2020-08-11
776,하천(안일교),안일교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 안양1동 1157-1,경기도 안양시 만안구 안양동 1157-1,경기도 안양시,031-8045-2320,37.401506,126.927511,2020-08-11
777,하천(안양대교),안양대교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 석수2동 679,경기도 안양시 만안구 석수동 679,경기도 안양시,031-8045-2320,37.409263,126.912428,2020-08-11
778,하천(충훈1교),충훈1교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 석수3동 666-1,경기도 안양시 만안구 석수동 666-1,경기도 안양시,031-8045-2320,37.405178,126.902355,2020-08-11
779,하천(충훈2교),충훈2교,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 만안구 석수3동 706-15,경기도 안양시 만안구 석수동 706-15,경기도 안양시,031-8045-2320,37.404324,126.896077,2020-08-11
780,안양시청,시청별관,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2016-07,경기도 안양시 동안구 시민대로 235,경기도 안양시 만안구 관양동 1590,경기도 안양시,031-8045-2320,37.39429845,126.956806,2020-08-11
781,중앙시장,중앙시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 만안구 안양로291번길 34,경기도 안양시 만안구 안양동 676-45,경기도 안양시,031-8045-2320,37.398169,126.917605,2020-08-11
782,남부시장,남부시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 만안구 장내로140번길 51,경기도 안양시 만안구 안양동 622-378,경기도 안양시,031-8045-2320,37.395912,126.925114,2020-08-11
783,박달시장,박달시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 만안구 박달우회로124번길 41,경기도 안양시 만안구 박달동 52-1,경기도 안양시,031-8045-2320,37.4057284,126.909751,2020-08-11
784,호계시장,호계시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 흥안대로133번길 34,경기도 안양시 동안구 호계동 997,경기도 안양시,031-8045-2320,37.372467,126.959098,2020-08-11
785,관양시장,관양시장,경기도,안양시,서민·복지시설,경기도 안양시,G_PublicWIFI@anyang,2014-07,경기도 안양시 동안구 관평로 317,경기도 안양시 동안구 관양동 1530,경기도 안양시,031-8045-2320,37.405935,126.961718,2020-08-11
786,시외버스정류장_안양역,안양역,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 안양로314번길 27,경기도 안양시 만안구 안양동 668-29,경기도 안양시,031-8045-2320,37.400915,126.921499,2020-08-11
787,시외버스정류장_킹덤웨딩,킹덤웨딩홀,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 안양로 343,경기도 안양시 만안구 안양동 695-150,경기도 안양시,031-8045-2320,37.401972,126.9182374,2020-08-11
788,시외버스정류장_호계하행,호계하행,경기도,안양시,교통시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 동안구 경수대로 713,경기도 안양시 동안구 호계동 918-22,경기도 안양시,031-8045-2320,37.385257,126.951063,2020-08-11
789,중앙공원2,중앙공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평안동 895,경기도 안양시,031-8045-2320,37.389383,126.961155,2020-08-11
790,삼덕공원,삼덕공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 삼덕로 106,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.398537,126.917765,2020-08-11
791,병목안 시민공원1,시민공원 화장실,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
792,병목안 시민공원2,시민공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
793,병목안 시민공원3,시민공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
794,병목안 시민공원4,시민공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2020-07,경기도 안양시 만안구 병목안로 215,경기도 안양시 만안구 안양동 782-19,경기도 안양시,031-8045-2320,37.385087,126.907448,2020-08-11
795,안양시청,시청본관 1층,경기도,안양시,관공서,경기도 안양시,G_PublicWIFI@anyang,2017-07,경기도 안양시 동안구 시민대로 235,경기도 안양시 동안구 관양동 1590,경기도 안양시,031-8045-2320,37.394063,126.956451,2020-08-11
796,안양예술공원1,안양예술공원1,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구석수동 산 24-25,경기도 안양시,031-8045-2320,37.419666,126.926958,2020-08-11
797,안양예술공원2,안양예술공원2,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구석수동 산 24-25,경기도 안양시,031-8045-2320,37.419666,126.926958,2020-08-11
798,안양예술공원3,안양예술공원3,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 만안구 예술공원로 131,경기도 안양시 만안구석수동 산 24-25,경기도 안양시,031-8045-2320,37.419666,126.926958,2020-08-11
799,중앙공원,작은도서관,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평안동 895,경기도 안양시,031-8045-2320,37.389587,126.9324699,2020-08-11
800,평촌공원,평촌공원,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2018-07,경기도 안양시 동안구 관평로 213,경기도 안양시 동안구 부림동 1589-2,경기도 안양시,031-8045-2320,37.395408,126.957433,2020-08-11
801,중앙공원 인라인스테이트장1,인라인스케이트장 1,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5,경기도 안양시,031-8045-2320,37.391308,126.958241,2020-08-11
802,중앙공원 인라인스테이트장2,인라인스케이트장 2,경기도,안양시,지역문화시설,경기도 안양시,G_PublicWIFI@anyang,2019-07,경기도 안양시 동안구 시민대로 지하 238,경기도 안양시 동안구 관양동 1591-5,경기도 안양시,031-8045-2320,37.391308,126.958241,2020-08-11
803,안양6동 주민센터,민원실과 공부방과 작은도서관,경기도,안양시,관공서,경기도 안양시,PublicWiFi@anyang,2013-06,경기도 안양시 만안구 안양로170번길 23,경기도 안양시 만안구 안양동 437-4,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3900331,126.9305787,2020-08-11
804,안양7동 주민센터,민원실과 3F 작은도서관,경기도,안양시,관공서,경기도 안양시,PublicWiFi@anyang,2013-06,경기도 안양시 만안구 덕천로 115,경기도 안양시 만안구 안양동 193-28,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3914695,126.938078,2020-08-11
